war_total,next_season_war_total,player_name,player_id,season,poss,mp,raptor_offense,raptor_defense,raptor_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
1.947859072,2.240047148,A.C. Green,greenac01,1997,4722,2492,-1.356926108,0.133779731,-1.223146377,1.947859072,0,-1.659678297,0.074978064,-1.584700233,-0.763985776,DAL,33,205.74,102.0582,Oregon State,USA,1985,1,23,83,7.2,7.9,0.8,-8,0.1,0.207,0.119,0.523,0.045
2.240047148,0.426544597,A.C. Green,greenac01,1998,5018,2649,-0.974740082,-0.101325819,-1.076065901,2.240047148,0,-1.321464094,0.055310909,-1.266153185,-0.900807715,DAL,34,205.74,102.0582,Oregon State,USA,1985,1,23,82,7.3,8.1,1.5,-7.2,0.09,0.196,0.118,0.496,0.07400000000000001
0.426544597,2.525671328,A.C. Green,greenac01,1999,1733,924,-1.496344384,-0.342988238,-1.839332622,0.426544597,0,-1.623462929,-0.619363355,-2.242826285,-0.579964492,DAL,35,205.74,102.0582,Oregon State,USA,1985,1,23,50,4.9,4.6,0.5,-5.6,0.097,0.179,0.14800000000000002,0.441,0.043
2.525671328,1.089576495,A.C. Green,greenac01,2000,4609,2358,-1.425109226,0.782424016,-0.64268521,2.11499148,0.410679848,-1.487124917,0.34513939,-1.141985527,-0.734571696,LAL,36,205.74,102.0582,Oregon State,USA,1985,1,23,82,5,5.9,1,8.1,0.08900000000000001,0.179,0.111,0.482,0.05799999999999999
1.089576495,NA,A.C. Green,greenac01,2001,2630,1432,-2.614549731,1.360416615,-1.254133116,1.054258389,0.035318107,-3.016787091,0.285907504,-2.730879587,-0.339226045,MIA,37,205.74,102.0582,Oregon State,USA,1985,1,23,82,4.5,3.8,0.5,3.3,0.08900000000000001,0.171,0.141,0.4920000000000001,0.05
-0.221280828,NA,A.J. Bramlett,bramlaj01,2000,123,61,-8.360250498,-1.460234549,-9.820485047,-0.221280828,0,-7.89985332,-1.09361209,-8.993465409,0.52741307,CLE,23,208.28,102.965384,Arizona,USA,1999,2,39,8,1,2.8,0,-32.6,0.158,0.208,0.146,0.19,0
-0.324015126,0.127747786,A.J. Guyton,guytoaj01,2001,1186,630,-1.194590014,-2.56871437,-3.763304384,-0.324015126,0,-1.675223247,-3.3322721,-5.007495347,-0.478357021,CHI,23,185.42,81.64656,Indiana,USA,2000,2,32,33,6,1.1,1.9,-12.4,0.018,0.053,0.16899999999999998,0.495,0.198
0.127747786,-0.036385489,A.J. Guyton,guytoaj01,2002,1158,607,-0.247281686,-2.08866779,-2.335949476,0.127747786,0,-0.319189163,-3.481856079,-3.801045242,-0.34364186,CHI,24,185.42,81.64656,Indiana,USA,2000,2,32,45,5.4,1,1.8,-3.8,0.022,0.067,0.221,0.477,0.248
-0.036385489,NA,A.J. Guyton,guytoaj01,2003,18,9,-10.97979603,0.355305025,-10.62449101,-0.036385489,0,-8.980100733,-1.185250331,-10.16535106,0.579114831,GSW,25,185.42,81.64656,Indiana,USA,2000,2,32,2,0,0,1,-3.9,0,0,0.282,0,0.4
-0.515632351,NA,AJ Hammons,hammoaj01,2017,329,163,-6.225790238,-2.75331199,-8.979102228,-0.515632351,0,-6.869165002,-3.507816805,-10.37698181,-0.453689655,DAL,24,213.36,117.93392,Purdue,USA,2016,2,46,22,2.2,1.6,0.2,-0.6,0.049,0.199,0.16699999999999998,0.472,0.038
1.216810092,0.394350497,AJ Price,priceaj01,2010,1770,865,-0.030201709,0.029631281,-5.70428e-4,1.216810092,0,0.088747421,-0.739834133,-0.651086712,0.264851158,IND,23,187.96,82.10015200000001,Connecticut,USA,2009,2,52,56,7.3,1.6,1.9,1.4,0.015,0.098,0.225,0.53,0.198
0.394350497,0.747916315,AJ Price,priceaj01,2011,1738,875,-0.597809547,-1.285629237,-1.883438784,0.3027091,0.091641397,-0.272577232,-1.560530704,-1.833107936,0.607513541,IND,24,187.96,82.10015200000001,Connecticut,USA,2009,2,52,50,6.5,1.4,2.2,1.6,0.022,0.083,0.227,0.454,0.233
0.747916315,1.825320985,AJ Price,priceaj01,2012,1099,575,0.12951693,-0.334228744,-0.204711813,0.721123276,0.026793039,0.145087538,-1.320402329,-1.175314791,0.055951859,IND,25,187.96,83.91452,Connecticut,USA,2009,2,52,44,3.9,1.4,2,0.5,0.024,0.104,0.175,0.454,0.264
1.825320985,0.017380912,AJ Price,priceaj01,2013,2483,1278,0.790574759,-0.736630441,0.053944318,1.825320985,0,0.490560929,-0.839681655,-0.349120727,-0.150252534,WAS,26,187.96,83.91452,Connecticut,USA,2009,2,52,57,7.7,2,3.6,-2.3,0.017,0.083,0.181,0.501,0.273
0.017380912,0.537240067,AJ Price,priceaj01,2014,210,99,-3.567381124,1.164699957,-2.402681166,0.017380912,0,-3.147748857,-2.67766897,-5.825417827,-0.88622976,MIN,27,187.96,88.45044,Connecticut,USA,2009,2,52,28,1.6,0.4,0.5,-2.4,0.009,0.081,0.23,0.469,0.271
0.537240067,NA,AJ Price,priceaj01,2015,629,324,-0.212227916,0.674696616,0.4624687,0.537240067,0,0.122709011,-0.818110026,-0.695401015,-1.954778623,CLE,28,187.96,88.45044,Connecticut,USA,2009,2,52,26,5.1,1.2,1.8,-12.2,0.019,0.096,0.226,0.451,0.254
0.282429807,2.210047572,Aaron Brooks,brookaa01,2008,1247,658,0.147311327,-2.017516889,-1.870205563,0.392529705,-0.110099897,-0.005530596,-2.286425612,-2.291956208,1.008239194,HOU,23,182.88,73.028312,Oregon,USA,2007,1,26,51,5.2,1.1,1.7,-0.5,0.026,0.085,0.224,0.535,0.249
2.210047572,4.961011406,Aaron Brooks,brookaa01,2009,4616,2442,0.816104357,-1.815712186,-0.999607829,1.521327607,0.688719965,0.863258772,-1.652236365,-0.788977593,0.045494045,HOU,24,182.88,73.028312,Oregon,USA,2007,1,26,80,11.2,2,3,4.2,0.021,0.071,0.231,0.521,0.201
4.961011406,-0.758122309,Aaron Brooks,brookaa01,2010,5782,2919,1.944771309,-1.361976216,0.582795093,4.961011406,0,2.179931646,-1.110705123,1.069226523,-0.046012943,HOU,25,182.88,73.028312,Oregon,USA,2007,1,26,82,19.6,2.6,5.3,-0.7,0.021,0.065,0.258,0.5489999999999999,0.253
-0.758122309,-0.500407315,Aaron Brooks,brookaa01,2011,2551,1284,0.372267744,-4.258837745,-3.886570001,-0.758122309,0,0.773938684,-3.864880623,-3.090941939,1.559061725,PHX,26,182.88,73.028312,Oregon,USA,2007,1,26,59,10.7,1.3,3.9,-6.5,0.017,0.053,0.257,0.489,0.289
-0.500407315,1.159718515,Aaron Brooks,brookaa01,2013,2103,1064,-0.934484719,-2.725923325,-3.660408045,-0.440476522,-0.059930794,-0.924959055,-2.573598053,-3.498557108,1.348471904,HOU,28,182.88,73.028312,Oregon,USA,2007,1,26,53,7.1,1.5,2.2,-10.7,0.01399999999999999,0.077,0.181,0.555,0.19
1.159718515,0.806605562,Aaron Brooks,brookaa01,2014,3238,1557,0.476020929,-1.775865255,-1.299844326,1.159718515,0,0.59231632,-1.317344046,-0.725027727,0.402585215,DEN,29,182.88,73.028312,Oregon,USA,2007,1,26,72,9,1.9,3.2,-2.5,0.031,0.069,0.205,0.518,0.238
0.806605562,1.119932906,Aaron Brooks,brookaa01,2015,3956,2017,1.145132412,-3.076409099,-1.931276688,1.4468499,-0.640244338,1.256109982,-2.203028423,-0.946918441,-0.439278674,CHI,30,182.88,73.028312,Oregon,USA,2007,1,26,82,11.6,2,3.2,5.2,0.019,0.078,0.252,0.534,0.245
1.119932906,-0.175476963,Aaron Brooks,brookaa01,2016,2256,1108,0.163022608,-0.925842757,-0.762820149,1.119932906,0,0.458035526,-1.24103851,-0.783002984,-0.297736218,CHI,31,182.88,73.028312,Oregon,USA,2007,1,26,69,7.1,1.5,2.6,-1.4,0.02,0.078,0.231,0.494,0.265
-0.175476963,-0.392122078,Aaron Brooks,brookaa01,2017,1819,901,-0.722139221,-2.404115374,-3.126254595,-0.126450874,-0.049026089,-1.313516256,-3.077393673,-4.390909929,-0.645100725,IND,32,182.88,73.028312,Oregon,USA,2007,1,26,65,5,1.1,1.9,-3,0.022,0.064,0.191,0.507,0.21600000000000005
-0.392122078,NA,Aaron Brooks,brookaa01,2018,404,192,-1.802056145,-4.949066198,-6.751122343,-0.397393094,0.005271016,-1.246252105,-4.314388423,-5.560640529,-0.27995675800000003,MIN,33,182.88,73.028312,Oregon,USA,2007,1,26,32,2.3,0.5,0.6,-17.2,0.036,0.057,0.192,0.508,0.161
0.357701529,3.505305488,Aaron Gordon,gordoaa01,2015,1603,797,-1.853828848,-0.014868085,-1.868696933,0.357701529,0,-2.88046227,-0.838735059,-3.719197329,-0.17720031,ORL,19,205.74,99.79024,Arizona,USA,2014,1,4,47,5.2,3.6,0.7,-5.6,0.064,0.171,0.156,0.517,0.064
3.505305488,4.228521971,Aaron Gordon,gordoaa01,2016,3823,1863,0.894396971,0.045811175,0.940208146,3.505305488,0,0.756292443,-0.21265225200000001,0.543640191,-0.062592982,ORL,20,205.74,99.79024,Arizona,USA,2014,1,4,78,9.2,6.5,1.6,-1.3,0.08900000000000001,0.21,0.171,0.541,0.103
4.228521971,4.354286776,Aaron Gordon,gordoaa01,2017,4687,2298,1.139264403,-0.278444652,0.860819751,4.228521971,0,0.663884229,-0.695295806,-0.031411577,-0.114602533,ORL,21,205.74,99.79024,Arizona,USA,2014,1,4,80,12.7,5.1,1.9,-2.8,0.054,0.141,0.2,0.53,0.097
4.354286776,4.422694818,Aaron Gordon,gordoaa01,2018,3994,1909,0.133844135,1.572103506,1.705947641,4.354286776,0,0.343158376,1.234973541,1.578131917,0.327291902,ORL,22,205.74,99.79024,Arizona,USA,2014,1,4,58,17.6,7.9,2.3,-2,0.044,0.191,0.238,0.53,0.111
4.422694818,1.853541737,Aaron Gordon,gordoaa01,2019,5774,2797,0.054661144,0.322631076,0.37729222,4.616578044,-0.193883226,-0.171977168,0.254731992,0.082754824,-0.357870961,ORL,23,205.74,99.79024,Arizona,USA,2014,1,4,78,16,7.4,3.7,1.5,0.047,0.165,0.213,0.5379999999999999,0.166
1.853541737,2.67295809781699,Aaron Gordon,gordoaa01,2020,4190,2017,0.245514257,-1.183777789,-0.938263532,1.853541737,0,0.42147515,-0.971647092,-0.550171942,-0.595188118,ORL,24,203.2,106.59412,Arizona,USA,2014,1,4,62,14.4,7.7,3.7,-1.2,0.05,0.181,0.205,0.516,0.165
2.67295809781699,NA,Aaron Gordon,gordoaa01,2021,3489,1683,-0.6585316336357965,1.009129402849613,0.3505977692138167,2.440984419977076,0.2319736778399137,-1.003525638593895,0.2860928250040485,-0.7174328135898463,0.2445580010093746,DEN,25,203.2,106.59412,Arizona,USA,2014,1,4,50,12.4,5.7,3.2,2.1,0.055,0.15,0.204,0.547,0.165
0.111767365,-0.054729265,Aaron Gray,grayaa01,2008,1201,613,-2.4359565,0.038929881,-2.397026619,0.111767365,0,-2.384280048,-0.040133725,-2.424413773,1.164421207,CHI,23,213.36,122.46984,Pittsburgh,USA,2007,2,49,61,4.3,2.8,0.7,-1,0.127,0.188,0.221,0.529,0.113
-0.054729265,0.17687016,Aaron Gray,grayaa01,2009,1421,724,-2.717700953,-0.181025075,-2.898726029,0.038554512,-0.093283777,-2.872856567,-0.09920729,-2.972063857,0.635464667,CHI,24,213.36,122.46984,Pittsburgh,USA,2007,2,49,56,3.5,3.9,0.8,-5.3,0.135,0.213,0.142,0.508,0.098
0.17687016,0.177588785,Aaron Gray,grayaa01,2010,607,311,-0.881475933,-0.754642242,-1.636118175,0.17687016,0,-1.16421469,-0.56528151,-1.729496199,0.429937444,NOH,25,213.36,122.46984,Pittsburgh,USA,2007,2,49,32,3.3,3.3,0.7,-1.7,0.16399999999999998,0.23,0.16399999999999998,0.551,0.109
0.177588785,-0.353973496,Aaron Gray,grayaa01,2011,1149,618,-2.082583112,-0.094650386,-2.177233498,0.224664649,-0.047075864,-2.364970807,0.043915427,-2.32105538,0.826187026,NOH,26,213.36,122.46984,Pittsburgh,USA,2007,2,49,41,3.1,4.2,0.4,2.2,0.14,0.273,0.132,0.5660000000000001,0.044
-0.353973496,-0.366080575,Aaron Gray,grayaa01,2012,1530,813,-3.551806562,-0.045802785,-3.597609347,-0.353973496,0,-3.537263275,0.328705664,-3.208557612,0.628157235,TOR,27,213.36,122.46984,Pittsburgh,USA,2007,2,49,49,3.9,5.7,0.6,-7.9,0.116,0.293,0.13699999999999998,0.526,0.055
-0.366080575,0.008628373,Aaron Gray,grayaa01,2013,977,513,-3.623853282,-0.514137471,-4.137990753,-0.366080575,0,-3.776457051,-0.869939665,-4.646396716,0.717114267,TOR,28,213.36,122.46984,Pittsburgh,USA,2007,2,49,42,2.8,3.2,0.8,-7.7,0.107,0.207,0.132,0.544,0.103
0.008628373,NA,Aaron Gray,grayaa01,2014,721,355,-3.376561567,0.747393658,-2.629167909,0.008628373,0,-3.275174707,-0.059346078,-3.334520784,0.019313124,SAC,29,213.36,122.46984,Pittsburgh,USA,2007,2,49,37,1.8,3,0.6,-11.7,0.13,0.226,0.125,0.466,0.092
-0.16021864,-0.094780753,Aaron Harrison,harriaa01,2016,222,100,-5.976452168,0.127596922,-5.848855246,-0.104434111,-0.055784528,-4.967135866,-1.68143993,-6.648575797,1.191452793,CHA,21,198.12,95.25432,Kentucky,USA,Undrafted,U,NA,21,0.9,0.7,0.1,2.2,0.047,0.133,0.138,0.371,0.033
-0.094780753,-0.464630369,Aaron Harrison,harriaa01,2017,34,17,-8.062220125,-5.823801001,-13.88602113,-0.094780753,0,-6.169855315,-5.486028647,-11.65588396,-1.834533984,CHA,22,198.12,95.25432,Kentucky,USA,Undrafted,U,NA,5,0.2,0.6,0.6,-18.6,0,0.2,0.142,0.102,0.375
-0.464630369,NA,Aaron Harrison,harriaa01,2018,480,233,-2.923254816,-3.735336865,-6.658591682,-0.464630369,0,-2.271443324,-1.710354014,-3.981797338,-0.002075255,DAL,23,198.12,95.25432,Kentucky,USA,Undrafted,U,NA,9,6.7,2.7,1.2,-14.1,0.015,0.091,0.147,0.392,0.07200000000000001
1.464095003,3.313355349,Aaron Holiday,holidaa01,2019,1418,659,-0.611642837,2.205735757,1.59409292,1.543244525,-0.079149522,-0.835827402,1.294389877,0.458562475,0.64795123,IND,22,185.42,83.91452,UCLA,USA,2018,1,23,50,5.9,1.3,1.7,7,0.008,0.08800000000000001,0.206,0.518,0.18
3.313355349,0.30833347800545863,Aaron Holiday,holidaa01,2020,3531,1689,0.454514181,0.658414059,1.11292824,3.588927454,-0.275572105,0.234554568,0.789080878,1.023635447,-0.233808277,IND,23,182.88,83.91452,UCLA,USA,2018,1,23,66,9.5,2.4,3.4,2.2,0.013,0.077,0.182,0.521,0.188
0.30833347800545863,NA,Aaron Holiday,holidaa01,2021,2556,1176,-1.387776470446661,-0.8523555239519501,-2.240131994398611,0.30833347800545863,0,-1.610153624686604,-1.081808253581834,-2.691961878268438,0.7971736553203237,IND,24,182.88,83.91452,UCLA,USA,2018,1,23,66,7.2,1.3,1.9,-0.2,0.012,0.06,0.18899999999999997,0.503,0.139
-0.445552995,NA,Aaron Jackson,jacksaa01,2018,102,52,-8.323783105,-10.99389574,-19.31767884,-0.329191452,-0.116361543,-6.555529401,-8.875032826,-15.43056223,-0.348733687,HOU,32,190.5,83.007336,None,USA,Undrafted,U,NA,1,8,3,1,-19.8,0.05599999999999999,0.031,0.149,0.405,0.053
2.263310213,1.880932194,Aaron McKie,mckieaa01,1997,3167,1722,-1.162378852,0.895750013,-0.26662884,1.992176142,0.271134071,-1.361634228,0.480991459,-0.88064277,0.559560508,DET,24,195.58,94.800728,Temple,USA,1994,1,17,83,5.2,2.7,1.9,5.2,0.031,0.129,0.147,0.524,0.163
1.880932194,1.749208508,Aaron McKie,mckieaa01,1998,3432,1813,-1.862955051,1.136551381,-0.72640367,1.880932194,0,-2.034132276,1.110801632,-0.923330644,0.352652844,PHI,25,195.58,94.800728,Temple,USA,1994,1,17,81,4.1,2.9,2.2,1.6,0.036,0.113,0.121,0.41,0.159
1.749208508,5.006184841,Aaron McKie,mckieaa01,1999,1966,1056,-0.958191518,1.433401898,0.47521038,1.622392188,0.12681632,-1.272685364,1.134845657,-0.137839707,0.456488138,PHI,26,195.58,94.800728,Temple,USA,1994,1,17,50,4.8,2.8,2,-1.9,0.033,0.139,0.152,0.454,0.183
5.006184841,9.52580672,Aaron McKie,mckieaa01,2000,4423,2283,0.650965273,0.855232408,1.506197681,4.069730308,0.936454534,0.356735849,0.755282215,1.112018064,0.202122554,PHI,27,195.58,94.800728,Temple,USA,1994,1,17,82,8,3,2.9,0.1,0.026,0.115,0.172,0.49700000000000005,0.202
9.52580672,3.603488885,Aaron McKie,mckieaa01,2001,6206,3286,2.191819116,0.6825467,2.874365815,6.776329232,2.749477488,2.014599113,0.67035051,2.684949623,0.089739649,PHI,28,195.58,94.800728,Temple,USA,1994,1,17,76,11.6,4.1,5,6.8,0.016,0.13,0.19,0.5489999999999999,0.264
3.603488885,6.543262155,Aaron McKie,mckieaa01,2002,3024,1617,0.854383864,0.765623379,1.620007243,3.331352779,0.272136106,0.730487781,0.346570096,1.077057877,-0.208102922,PHI,29,195.58,94.800728,Temple,USA,1994,1,17,48,12.2,4,3.7,3.4,0.02,0.125,0.199,0.54,0.22
6.543262155,4.802244205,Aaron McKie,mckieaa01,2003,5140,2689,0.511250863,1.501760525,2.013011387,5.883817943,0.659444212,0.37926744,1.269247279,1.648514719,-0.045349834,PHI,30,195.58,94.800728,Temple,USA,1994,1,17,80,9,4.4,3.5,3.9,0.03,0.14300000000000002,0.158,0.49700000000000005,0.185
4.802244205,1.698461898,Aaron McKie,mckieaa01,2004,3916,2112,0.466737657,1.250428935,1.717166592,4.802244205,0,0.190878914,0.897647456,1.08852637,-0.214379709,PHI,31,195.58,94.800728,Temple,USA,1994,1,17,75,9.2,3.4,2.6,-1.7,0.025,0.118,0.163,0.55,0.16899999999999998
1.698461898,-0.0742639,Aaron McKie,mckieaa01,2005,2393,1203,-1.568387924,1.573021953,0.004634029,1.560456889,0.138005009,-2.307960669,1.22298802,-1.084972649,0.132443665,PHI,32,195.58,94.800728,Temple,USA,1994,1,17,68,2.2,2.5,1.5,0.2,0.019,0.155,0.07,0.51,0.135
-0.0742639,-0.078244481,Aaron McKie,mckieaa01,2006,247,129,-3.428503771,-0.442763149,-3.871266919,-0.050312071,-0.023951828,-4.189219626,-1.274375,-5.463594626,-0.554831214,LAL,33,195.58,94.800728,Temple,USA,1994,1,17,14,0.5,1.4,0.8,-6.2,0.03,0.168,0.06,0.272,0.147
-0.078244481,NA,Aaron McKie,mckieaa01,2007,258,131,-2.635156875,-1.283588635,-3.91874551,-0.078244481,0,-3.393660379,-1.943891281,-5.33755166,0.154809316,LAL,34,195.58,94.800728,Temple,USA,1994,1,17,10,2.2,1.8,1.3,-4,0.009,0.155,0.08900000000000001,0.647,0.165
-0.164270025,NA,Aaron Miles,milesaa01,2006,232,118,-4.186428604,-1.291086612,-5.477515215,-0.164270025,0,-4.9304330179999996,-2.399650806,-7.330083824,0.035595898,GSW,23,185.42,86.18248,Kansas,USA,Undrafted,U,NA,19,0.8,0.7,1.3,-3.9,0,0.154,0.113,0.405,0.308
-0.0138578059352228,NA,Aaron Nesmith,nesmiaa01,2021,1561,744,-1.903285323932416,-0.8997546362130656,-2.803039960145482,-0.126417049928652,0.1125592439934292,-2.079737660500213,-0.8567933673582863,-2.936531027858499,0.0965728609512176,BOS,21,195.58,97.52228,Vanderbilt,USA,2020,1,14,46,4.7,2.8,0.5,-0.5,0.04099999999999999,0.146,0.133,0.573,0.047
0.0275452,-0.396152696,Aaron Williams,williaa01,1997,1049,563,-0.556604795,-2.107725281,-2.664330076,0.0275452,0,-1.156569112,-1.867439092,-3.024008204,0.139434723,VAN,25,205.74,102.0582,Xavier,USA,Undrafted,U,NA,33,6.2,4.3,0.5,-8.3,0.129,0.163,0.168,0.599,0.051
-0.396152696,0.220764372,Aaron Williams,williaa01,1998,1445,764,-3.095203045,-0.663721563,-3.758924608,-0.337032078,-0.059120619,-3.188490784,-1.191626314,-4.380117098,0.520207182,SEA,26,205.74,102.0582,Xavier,USA,Undrafted,U,NA,65,4.6,2.3,0.2,5.5,0.084,0.147,0.18600000000000003,0.5770000000000001,0.02899999999999999
0.220764372,3.058038234,Aaron Williams,williaa01,1999,865,458,-1.628632436,-0.180059768,-1.808692204,0.220764372,0,-1.864312666,-0.445034661,-2.309347327,0.330384376,SEA,27,205.74,102.0582,Xavier,USA,Undrafted,U,NA,40,4,3.2,0.6,-11.2,0.129,0.191,0.18,0.508,0.094
3.058038234,1.017985111,Aaron Williams,williaa01,2000,3018,1545,0.609035047,0.514507977,1.123543024,3.058038234,0,0.303507846,0.518059013,0.821566859,0.144508197,WAS,28,205.74,102.0582,Xavier,USA,Undrafted,U,NA,81,7.6,5,0.7,2.2,0.122,0.18600000000000003,0.18,0.5720000000000001,0.062
1.017985111,2.177692606,Aaron Williams,williaa01,2001,4519,2336,-1.666391994,-0.229865953,-1.896257948,1.017985111,0,-1.75604446,0.044038089,-1.712006371,0.042844837,NJN,29,205.74,102.0582,Xavier,USA,Undrafted,U,NA,82,10.2,7.2,1.1,-9.1,0.102,0.2,0.18,0.5329999999999999,0.068
2.177692606,0.379164799,Aaron Williams,williaa01,2002,3800,1962,-1.486198212,0.897261554,-0.588936658,1.914513805,0.263178801,-1.813713469,0.672457232,-1.141256237,0.281518843,NJN,30,205.74,108.86208,Xavier,USA,Undrafted,U,NA,82,7.2,4.1,0.9,4.8,0.087,0.165,0.179,0.568,0.084
0.379164799,0.043881896,Aaron Williams,williaa01,2003,3727,1937,-2.655599097,0.255289794,-2.400309303,-0.323429223,0.702594022,-2.70907708,-0.003271404,-2.712348484,-0.074571695,NJN,31,205.74,108.86208,Xavier,USA,Undrafted,U,NA,81,6.2,4.1,1.1,1,0.099,0.136,0.165,0.504,0.092
0.043881896,-0.756708345,Aaron Williams,williaa01,2004,2798,1486,-3.105238087,0.442521732,-2.662716354,0.448770471,-0.404888575,-3.153984708,0.192037875,-2.961946833,0.509858896,NJN,32,205.74,108.86208,Xavier,USA,Undrafted,U,NA,72,6.3,4.1,1.1,-2.7,0.08800000000000001,0.171,0.175,0.5489999999999999,0.109
-0.756708345,-0.311587974,Aaron Williams,williaa01,2005,604,315,-5.322643646,-2.091920377,-7.414564023,-0.756708345,0,-5.572258,-1.726969875,-7.299227875,1.421760413,TOR,33,205.74,106.59412,Xavier,USA,Undrafted,U,NA,42,1.7,1.4,0.2,-21.3,0.062,0.171,0.132,0.518,0.049
-0.311587974,-0.035440753,Aaron Williams,williaa01,2006,1488,791,-2.339040891,-1.177598018,-3.51663891,-0.311587974,0,-2.495127634,-0.434551386,-2.92967902,0.739833167,NOK,34,205.74,106.59412,Xavier,USA,Undrafted,U,NA,48,4.6,3.8,0.4,-3.2,0.096,0.182,0.138,0.551,0.036
-0.035440753,-0.17466414,Aaron Williams,williaa01,2007,716,374,-2.690209516,-0.244946067,-2.935155583,-0.035440753,0,-3.227819939,-0.862531356,-4.090351295,0.290544642,LAC,35,205.74,106.59412,Xavier,USA,Undrafted,U,NA,38,2,2.2,0.2,-2.4,0.09,0.187,0.101,0.606,0.03
-0.17466414,NA,Aaron Williams,williaa01,2008,576,297,-3.804936682,-0.091725578,-3.89666226,-0.17466414,0,-4.039646,-0.018474297,-4.058120297,0.4905587,LAC,36,205.74,106.59412,Xavier,USA,Undrafted,U,NA,30,2.3,2,0.3,-15.9,0.06,0.18600000000000003,0.118,0.54,0.052
-1.296694498,-1.408253667,Abdel Nader,naderab01,2018,1159,555,-4.7921932290000004,-2.504471886,-7.296665115,-1.225844432,-0.070850066,-5.01242041,-3.075233199,-8.08765361,0.578092483,BOS,24,198.12,104.32616,Iowa State,World,2016,2,58,48,3,1.5,0.5,-10.3,0.024,0.111,0.162,0.439,0.078
-1.408253667,-0.342212121,Abdel Nader,naderab01,2019,1530,699,-4.399647063,-2.311731911,-6.711378974,-1.368862843,-0.039390824,-4.316486174,-1.683828105,-6.000314279,-0.172293655,OKC,25,198.12,102.0582,Iowa State,World,2016,2,58,61,4,1.9,0.3,-9.5,0.017,0.139,0.14800000000000002,0.522,0.044
-0.342212121,0.4043934142669994,Abdel Nader,naderab01,2020,1893,892,-3.621458437,0.118866063,-3.502592374,-0.331342783,-0.010869339,-3.693979194,-0.704383524,-4.398362718,-0.180515061,OKC,26,195.58,102.0582,Iowa State,World,2016,2,58,55,6.3,1.8,0.7,-4.2,0.016,0.095,0.16399999999999998,0.591,0.068
0.4043934142669994,NA,Abdel Nader,naderab01,2021,828,384,-3.185490910825163,2.478479631914562,-0.707011278910601,0.4424030901149639,-0.0380096758479644,-2.665926069637561,0.897839501130549,-1.768086568507012,0.0501346160233576,PHX,27,195.58,102.0582,Iowa State,World,2016,2,58,24,6.7,2.6,0.8,5,0.02,0.151,0.183,0.605,0.078
-1.323088984,NA,Acie Earl,earlac01,1997,953,500,-6.371333391,-1.54891299,-7.92024638,-1.323088984,0,-6.022192481,-2.164005361,-8.186197842,0.506313801,MIL,27,210.82,108.86208,Iowa,USA,1993,1,19,47,4,2,0.4,-6.4,0.079,0.14,0.224,0.435,0.077
-1.217323373,-0.25019418,Acie Law,lawac01,2008,1771,926,-3.543841466,-1.796809287,-5.340650753,-1.258328865,0.041005492,-3.731532106,-2.335327917,-6.066860022,0.151999083,ATL,23,190.5,88.45044,Texas A&M,USA,2007,1,11,56,4.2,1,2,-7.2,0.016,0.062,0.16399999999999998,0.455,0.218
-0.25019418,0.249647196,Acie Law,lawac01,2009,1106,588,-2.447913528,-1.144285527,-3.592199056,-0.259380468,0.009186288,-3.028387614,-2.307117311,-5.335504925,-0.242317611,ATL,24,190.5,91.625584,Texas A&M,USA,2007,1,11,55,2.9,1.1,1.6,1.2,0.013,0.1,0.16399999999999998,0.49,0.257
0.249647196,-0.881583137,Acie Law,lawac01,2010,468,234,0.570861967,-1.056547425,-0.485685458,0.249647196,0,0.10228862,-1.896032314,-1.793743693,0.575321026,CHI,25,190.5,91.625584,Texas A&M,USA,2007,1,11,26,4.3,0.7,1,7,0.015,0.068,0.22,0.585,0.17
-0.881583137,NA,Acie Law,lawac01,2011,1445,726,-2.899184708,-2.192824012,-5.09200872,-0.881583137,0,-3.158268909,-2.467455099,-5.625724008,0.425713206,GSW,26,190.5,91.625584,Texas A&M,USA,2007,1,11,51,4.2,1.2,1.6,-8.2,0.019,0.08199999999999999,0.16,0.502,0.182
-0.03556283,NA,Adam Harrington,harriad01,2003,214,111,-1.461228089,-1.971086245,-3.432314334,-0.03556283,0,-2.082148973,-2.822004396,-4.904153369,0.790532598,DEN,22,195.58,90.7184,Auburn,USA,Undrafted,U,NA,19,1.6,0.4,0.6,-15.7,0.01,0.08800000000000001,0.16699999999999998,0.387,0.179
0.282000366,3.427750497,Adam Keefe,keefead01,1997,1843,974,-3.181556071,0.999059914,-2.182496157,0.267344242,0.014656123,-2.93134068,0.238793029,-2.692547651,-0.117894062,UTA,27,205.74,109.315672,Stanford,USA,1992,1,10,62,3.8,3.5,0.5,6.7,0.11,0.177,0.126,0.5720000000000001,0.051
3.427750497,0.641501775,Adam Keefe,keefead01,1998,4126,2201,0.091629624,0.230241304,0.321870928,3.266660187,0.16109031,0.186148899,0.097208031,0.283356929,-0.607563634,UTA,28,205.74,104.32616,Stanford,USA,1992,1,10,80,7.8,5.5,1.1,9.7,0.119,0.147,0.131,0.605,0.063
